id,name,code,zipcode,country_id/id,state_id/id
base.city_1041,Lak Si,1041,,base.th,base.state_th_001
base.city_1042,Sai Mai,1042,,base.th,base.state_th_001
base.city_1043,Khan Na Yao,1043,,base.th,base.state_th_001
base.city_1044,Saphan Sung,1044,,base.th,base.state_th_001
base.city_1045,Wang Thonglang,1045,,base.th,base.state_th_001
base.city_1046,Khlong Sam Wa,1046,,base.th,base.state_th_001
base.city_1047,Bang Na,1047,,base.th,base.state_th_001
base.city_1048,Thawi Watthana,1048,,base.th,base.state_th_001
base.city_1049,Thung Khru,1049,,base.th,base.state_th_001
base.city_1050,Bang Bon,1050,,base.th,base.state_th_001
base.city_1101,Mueang Samut Prakan,1101,,base.th,base.state_th_057
base.city_1102,Bang Bo,1102,,base.th,base.state_th_057
base.city_1103,Bang Phli,1103,,base.th,base.state_th_057
base.city_1104,Phra Pradaeng,1104,,base.th,base.state_th_057
base.city_1105,Phra Samut Chedi,1105,,base.th,base.state_th_057
base.city_1106,Bang Sao Thong,1106,,base.th,base.state_th_057
base.city_1201,Mueang Nonthaburi,1201,,base.th,base.state_th_036
base.city_1202,Bang Kruai,1202,,base.th,base.state_th_036
base.city_1203,Bang Yai,1203,,base.th,base.state_th_036
base.city_1204,Bang Bua Thong,1204,,base.th,base.state_th_036
base.city_1205,Sai Noi,1205,,base.th,base.state_th_036
base.city_1206,Pak Kret,1206,,base.th,base.state_th_036
base.city_1301,Mueang Pathum Thani,1301,,base.th,base.state_th_037
base.city_1302,Khlong Luang,1302,,base.th,base.state_th_037
base.city_1303,Thanyaburi,1303,,base.th,base.state_th_037
base.city_1304,Nong Suea,1304,,base.th,base.state_th_037
base.city_1305,Lat Lum Kaeo,1305,,base.th,base.state_th_037
base.city_1306,Lam Luk Ka,1306,,base.th,base.state_th_037
base.city_1307,Sam Khok,1307,,base.th,base.state_th_037
base.city_1401,Phra Nakhon Si Ayutthaya,1401,,base.th,base.state_th_046
base.city_1402,Tha Ruea,1402,,base.th,base.state_th_046
base.city_1403,Nakhon Luang,1403,,base.th,base.state_th_046
base.city_1404,Bang Sai,1404,,base.th,base.state_th_046
base.city_1405,Bang Ban,1405,,base.th,base.state_th_046
base.city_1406,Bang Pa-in,1406,,base.th,base.state_th_046
base.city_1407,Bang Pahan,1407,,base.th,base.state_th_046
base.city_1408,Phak Hai,1408,,base.th,base.state_th_046
base.city_1409,Phachi,1409,,base.th,base.state_th_046
base.city_1410,Lat Bua Luang,1410,,base.th,base.state_th_046
base.city_1411,Wang Noi,1411,,base.th,base.state_th_046
base.city_1412,Sena,1412,,base.th,base.state_th_046
base.city_1413,Bang Saai,1413,,base.th,base.state_th_046
base.city_1414,Uthai,1414,,base.th,base.state_th_046
base.city_1415,Maha Rat,1415,,base.th,base.state_th_046
base.city_1416,Ban Phraek,1416,,base.th,base.state_th_046
base.city_1501,Mueang Ang Thong,1501,,base.th,base.state_th_003
base.city_1502,Chaiyo,1502,,base.th,base.state_th_003
base.city_1503,Pa Mok,1503,,base.th,base.state_th_003
base.city_1504,Pho Thong,1504,,base.th,base.state_th_003
base.city_1505,Sawaeng Ha,1505,,base.th,base.state_th_003
base.city_1506,Wiset Chai Chan,1506,,base.th,base.state_th_003
base.city_1507,Samko,1507,,base.th,base.state_th_003
base.city_1601,Mueang Lop Buri,1601,,base.th,base.state_th_022
base.city_1602,Phatthana Nikhom,1602,,base.th,base.state_th_022
base.city_1603,Khok Samrong,1603,,base.th,base.state_th_022
base.city_1604,Chai Badan,1604,,base.th,base.state_th_022
base.city_1605,Tha Wung,1605,,base.th,base.state_th_022
base.city_1606,Ban Mi,1606,,base.th,base.state_th_022
base.city_1607,Tha Luang,1607,,base.th,base.state_th_022
base.city_1608,Sa Bot,1608,,base.th,base.state_th_022
base.city_1609,Khok Charoen,1609,,base.th,base.state_th_022
base.city_1610,Lam Sonthi,1610,,base.th,base.state_th_022
base.city_1611,Nong Muang,1611,,base.th,base.state_th_022
base.city_1701,Mueang Sing Buri,1701,,base.th,base.state_th_062
base.city_1702,Bang Rachan,1702,,base.th,base.state_th_062
base.city_1703,Khai Bang Rachan,1703,,base.th,base.state_th_062
base.city_1704,Phrom Buri,1704,,base.th,base.state_th_062
base.city_1705,Tha Chang,1705,,base.th,base.state_th_062
base.city_1706,In Buri,1706,,base.th,base.state_th_062
base.city_1801,Mueang Chai Nat,1801,,base.th,base.state_th_007
base.city_1802,Manorom,1802,,base.th,base.state_th_007
base.city_1803,Wat Sing,1803,,base.th,base.state_th_007
base.city_1804,Sapphaya,1804,,base.th,base.state_th_007
base.city_1805,Sankhaburi,1805,,base.th,base.state_th_007
base.city_1806,Hankha,1806,,base.th,base.state_th_007
base.city_1807,Nong Mamong,1807,,base.th,base.state_th_007
base.city_1808,Noen Kham,1808,,base.th,base.state_th_007
base.city_1901,Mueang Saraburi,1901,,base.th,base.state_th_060
base.city_1902,Kaeng Khoi,1902,,base.th,base.state_th_060
base.city_1903,Nong Khae,1903,,base.th,base.state_th_060
base.city_1904,Wihan Daeng,1904,,base.th,base.state_th_060
base.city_1905,Nong Saeng,1905,,base.th,base.state_th_060
base.city_1906,Ban Mo,1906,,base.th,base.state_th_060
base.city_1907,Don Phut,1907,,base.th,base.state_th_060
base.city_1908,Nong Don,1908,,base.th,base.state_th_060
base.city_1909,Phra Phutthabat,1909,,base.th,base.state_th_060
base.city_1910,Sao Hai,1910,,base.th,base.state_th_060
base.city_1911,Muak Lek,1911,,base.th,base.state_th_060
base.city_1912,Wang Muang,1912,,base.th,base.state_th_060
base.city_1913,Chaloem Phra Kiat,1913,,base.th,base.state_th_060
base.city_2001,Mueang Chon Buri,2001,,base.th,base.state_th_012
base.city_2002,Ban Bueng,2002,,base.th,base.state_th_012
base.city_2003,Nong Yai,2003,,base.th,base.state_th_012
base.city_2004,Bang Lamung,2004,,base.th,base.state_th_012
base.city_2005,Phan Thong,2005,,base.th,base.state_th_012
base.city_2006,Phanat Nikhom,2006,,base.th,base.state_th_012
base.city_2007,Si Racha,2007,,base.th,base.state_th_012
base.city_2008,Ko Sichang,2008,,base.th,base.state_th_012
base.city_2009,Sattahip,2009,,base.th,base.state_th_012
base.city_2010,Bo Thong,2010,,base.th,base.state_th_012
base.city_2011,Ko Chan,2011,,base.th,base.state_th_012
base.city_2101,Mueang Rayong,2101,,base.th,base.state_th_053
base.city_2102,Ban Chang,2102,,base.th,base.state_th_053
base.city_2103,Klaeng,2103,,base.th,base.state_th_053
base.city_2104,Wang Chan,2104,,base.th,base.state_th_053
base.city_2105,Ban Khai,2105,,base.th,base.state_th_053
base.city_2106,Pluak Daeng,2106,,base.th,base.state_th_053
base.city_2107,Khao Chamao,2107,,base.th,base.state_th_053
base.city_2108,Nikhom Phatthana,2108,,base.th,base.state_th_053
base.city_2201,Mueang Chanthaburi,2201,,base.th,base.state_th_009
base.city_2202,Khlung,2202,,base.th,base.state_th_009
base.city_2203,Tha Mai,2203,,base.th,base.state_th_009
base.city_2204,Pong Nam Ron,2204,,base.th,base.state_th_009
base.city_2205,Makham,2205,,base.th,base.state_th_009
base.city_2206,Laem Sing,2206,,base.th,base.state_th_009
base.city_2207,Soi Dao,2207,,base.th,base.state_th_009
base.city_2208,Kaeng Hang Maeo,2208,,base.th,base.state_th_009
base.city_2209,Na Yai Am,2209,,base.th,base.state_th_009
base.city_2210,Khao Khitchakut,2210,,base.th,base.state_th_009
base.city_2301,Mueang Trat,2301,,base.th,base.state_th_071
base.city_2302,Khlong Yai,2302,,base.th,base.state_th_071
base.city_2303,Khao Saming,2303,,base.th,base.state_th_071
base.city_2304,Bo Rai,2304,,base.th,base.state_th_071
base.city_2305,Laem Ngop,2305,,base.th,base.state_th_071
base.city_2306,Ko Kut,2306,,base.th,base.state_th_071
base.city_2307,Ko Chang,2307,,base.th,base.state_th_071
base.city_2401,Mueang Chachoengsao,2401,,base.th,base.state_th_006
base.city_2402,Bang Khla,2402,,base.th,base.state_th_006
base.city_2403,Bang Nam Priao,2403,,base.th,base.state_th_006
base.city_2404,Bang Pakong,2404,,base.th,base.state_th_006
base.city_2405,Ban Pho,2405,,base.th,base.state_th_006
base.city_2406,Phanom Sarakham,2406,,base.th,base.state_th_006
base.city_2407,Ratchasan,2407,,base.th,base.state_th_006
base.city_2408,Sanam Chai Khet,2408,,base.th,base.state_th_006
base.city_2409,Plaeng Yao,2409,,base.th,base.state_th_006
base.city_2410,Tha Takiap,2410,,base.th,base.state_th_006
base.city_2411,Khlong Khuean,2411,,base.th,base.state_th_006
base.city_2501,Mueang Prachin Buri,2501,,base.th,base.state_th_049
base.city_2502,Kabin Buri,2502,,base.th,base.state_th_049
base.city_2503,Na Di,2503,,base.th,base.state_th_049
base.city_2506,Ban Sang,2506,,base.th,base.state_th_049
base.city_2507,Prachantakham,2507,,base.th,base.state_th_049
base.city_2508,Si Maha Phot,2508,,base.th,base.state_th_049
base.city_2509,Si Mahosot,2509,,base.th,base.state_th_049
base.city_2601,Mueang Nakhon Nayok,2601,,base.th,base.state_th_026
base.city_2602,Pak Phli,2602,,base.th,base.state_th_026
base.city_2603,Ban Na,2603,,base.th,base.state_th_026
base.city_2604,Ongkharak,2604,,base.th,base.state_th_026
base.city_2701,Mueang Sa Kaeo,2701,,base.th,base.state_th_027
base.city_2702,Khlong Hat,2702,,base.th,base.state_th_027
base.city_2703,Ta Phraya,2703,,base.th,base.state_th_055
base.city_2704,Wang Nam Yen,2704,,base.th,base.state_th_055
base.city_2705,Watthana Nakhon,2705,,base.th,base.state_th_055
base.city_2706,Aranyaprathet,2706,,base.th,base.state_th_055
base.city_2707,Khao Chakan,2707,,base.th,base.state_th_055
base.city_2708,Khok Sung,2708,,base.th,base.state_th_055
base.city_2709,Wang Sombun,2709,,base.th,base.state_th_055
base.city_3001,Mueang Nakhon Ratchasima,3001,,base.th,base.state_th_029
base.city_3002,Khon Buri,3002,,base.th,base.state_th_029
base.city_3003,Soeng Sang,3003,,base.th,base.state_th_029
base.city_3004,Khong,3004,,base.th,base.state_th_029
base.city_3005,Ban Lueam,3005,,base.th,base.state_th_029
base.city_3006,Chakkarat,3006,,base.th,base.state_th_029
base.city_3007,Chok Chai,3007,,base.th,base.state_th_029
base.city_3008,Dan Khun Thot,3008,,base.th,base.state_th_029
base.city_3009,Non Thai,3009,,base.th,base.state_th_029
base.city_3010,Non Sung,3010,,base.th,base.state_th_029
base.city_3011,Kham Sakaesaeng,3011,,base.th,base.state_th_029
base.city_3012,Bua Yai,3012,,base.th,base.state_th_029
base.city_3013,Prathai,3013,,base.th,base.state_th_029
base.city_3014,Pak Thong Chai,3014,,base.th,base.state_th_029
base.city_3015,Phimai,3015,,base.th,base.state_th_029
base.city_3016,Huai Thalaeng,3016,,base.th,base.state_th_029
base.city_3017,Chum Phuang,3017,,base.th,base.state_th_029
base.city_3018,Sung Noen,3018,,base.th,base.state_th_029
base.city_3019,Kham Thale So,3019,,base.th,base.state_th_029
base.city_3020,Sikhio,3020,,base.th,base.state_th_029
base.city_3021,Pak Chong,3021,,base.th,base.state_th_029
base.city_3022,Nong Bun Mak,3022,,base.th,base.state_th_029
base.city_3023,Kaeng Sanam Nang,3023,,base.th,base.state_th_029
base.city_3024,Non Daeng,3024,,base.th,base.state_th_029
base.city_3025,Wang Nam Khiao,3025,,base.th,base.state_th_029
base.city_3026,Thepharak,3026,,base.th,base.state_th_029
base.city_3027,Mueang Yang,3027,,base.th,base.state_th_029
base.city_3028,Phra Thong Kham,3028,,base.th,base.state_th_029
base.city_3029,Lam Thamenchai,3029,,base.th,base.state_th_029
base.city_3030,Bua Lai,3030,,base.th,base.state_th_029
base.city_3031,Sida,3031,,base.th,base.state_th_029
base.city_3032,Chaloem Phra Kiat,3032,,base.th,base.state_th_029
base.city_3101,Mueang Buri Ram,3101,,base.th,base.state_th_005
base.city_3102,Khu Mueang,3102,,base.th,base.state_th_005
base.city_3103,Krasang,3103,,base.th,base.state_th_005
base.city_3104,Nang Rong,3104,,base.th,base.state_th_005
base.city_3105,Nong Ki,3105,,base.th,base.state_th_005
base.city_3106,Lahan Sai,3106,,base.th,base.state_th_005
base.city_3107,Prakhon Chai,3107,,base.th,base.state_th_005
base.city_3108,Ban Kruat,3108,,base.th,base.state_th_005
base.city_3109,Phutthaisong,3109,,base.th,base.state_th_005
base.city_3110,Lam Plai Mat,3110,,base.th,base.state_th_005
base.city_3111,Satuek,3111,,base.th,base.state_th_005
base.city_3112,Pakham,3112,,base.th,base.state_th_005
base.city_3113,Na Pho,3113,,base.th,base.state_th_005
base.city_3114,Nong Hong,3114,,base.th,base.state_th_005
base.city_3115,Phlapphla Chai,3115,,base.th,base.state_th_005
base.city_3116,Huai Rat,3116,,base.th,base.state_th_005
base.city_3117,Non Suwan,3117,,base.th,base.state_th_005
base.city_3118,Chamni,3118,,base.th,base.state_th_005
base.city_3119,Ban Mai Chaiyaphot,3119,,base.th,base.state_th_005
base.city_3120,Non Din Daeng,3120,,base.th,base.state_th_005
base.city_3121,Ban Dan,3121,,base.th,base.state_th_005
base.city_3122,Khaen Dong,3122,,base.th,base.state_th_005
base.city_3123,Chaloem Phra Kiat,3123,,base.th,base.state_th_005
base.city_3201,Mueang Surin,3201,,base.th,base.state_th_068
base.city_3202,Chumphon Buri,3202,,base.th,base.state_th_068
base.city_3203,Tha Tum,3203,,base.th,base.state_th_068
base.city_3204,Chom Phra,3204,,base.th,base.state_th_068
base.city_3205,Prasat,3205,,base.th,base.state_th_068
base.city_3206,Kap Choeng,3206,,base.th,base.state_th_068
base.city_3207,Rattanaburi,3207,,base.th,base.state_th_068
base.city_3208,Sanom,3208,,base.th,base.state_th_068
base.city_3209,Sikhoraphum,3209,,base.th,base.state_th_068
base.city_3210,Sangkha,3210,,base.th,base.state_th_068
base.city_3211,Lamduan,3211,,base.th,base.state_th_068
base.city_3212,Samrong Thap,3212,,base.th,base.state_th_068
base.city_3213,Buachet,3213,,base.th,base.state_th_068
base.city_3214,Phanom Dong Rak,3214,,base.th,base.state_th_068
base.city_3215,Si Narong,3215,,base.th,base.state_th_068
base.city_3216,Khwao Sinarin,3216,,base.th,base.state_th_068
base.city_3217,Non Narai,3217,,base.th,base.state_th_068
base.city_3301,Mueang Si Sa Ket,3301,,base.th,base.state_th_063
base.city_3302,Yang Chum Noi,3302,,base.th,base.state_th_063
base.city_3303,Kanthararom,3303,,base.th,base.state_th_063
base.city_3304,Kantharalak,3304,,base.th,base.state_th_063
base.city_3305,KhuKhan,3305,,base.th,base.state_th_063
base.city_3306,Phrai Bueng,3306,,base.th,base.state_th_063
base.city_3307,Prang Ku,3307,,base.th,base.state_th_063
base.city_3308,Khun Han,3308,,base.th,base.state_th_063
base.city_3309,Rasi Salai,3309,,base.th,base.state_th_063
base.city_3310,Uthumphon Phisai,3310,,base.th,base.state_th_063
base.city_3311,Bueng Bun,3311,,base.th,base.state_th_063
base.city_3312,Huai Thap Than,3312,,base.th,base.state_th_063
base.city_3313,Non Khun,3313,,base.th,base.state_th_063
base.city_3314,Si Rattana,3314,,base.th,base.state_th_063
base.city_3315,Nam Kliang,3315,,base.th,base.state_th_063
base.city_3316,Wang Hin,3316,,base.th,base.state_th_063
base.city_3317,Phu Sing,3317,,base.th,base.state_th_063
base.city_3318,Mueang Chan,3318,,base.th,base.state_th_063
base.city_3319,Benchalak,3319,,base.th,base.state_th_063
base.city_3320,Phayu,3320,,base.th,base.state_th_063
base.city_3321,Pho Si Suwan,3321,,base.th,base.state_th_063
base.city_3322,Sila Lat,3322,,base.th,base.state_th_063
base.city_3401,Mueang Ubon Ratchathani,3401,,base.th,base.state_th_072
base.city_3402,Si Mueang Mai,3402,,base.th,base.state_th_072
base.city_3403,Khong Chiam,3403,,base.th,base.state_th_072
base.city_3404,Khueang Nai,3404,,base.th,base.state_th_072
base.city_3405,Khemarat,3405,,base.th,base.state_th_072
base.city_3407,Det Udom,3407,,base.th,base.state_th_072
base.city_3408,Na Chaluai,3408,,base.th,base.state_th_072
base.city_3409,Nam Yuen,3409,,base.th,base.state_th_072
base.city_3410,Buntharik,3410,,base.th,base.state_th_072
base.city_3411,Trakan Phuet Phon,3411,,base.th,base.state_th_072
base.city_3412,Kut Khaopun,3412,,base.th,base.state_th_072
base.city_3414,Muang Sam Sip,3414,,base.th,base.state_th_072
base.city_3415,Warin Chamrap,3415,,base.th,base.state_th_072
base.city_3419,Phibun Mangsahan,3419,,base.th,base.state_th_072
base.city_3420,Tan Sum,3420,,base.th,base.state_th_072
base.city_3421,Pho Sai,3421,,base.th,base.state_th_072
base.city_3422,Samrong,3422,,base.th,base.state_th_072
base.city_3424,Don Mot Daeng,3424,,base.th,base.state_th_072
base.city_3425,Sirindhorn,3425,,base.th,base.state_th_072
base.city_3426,Thung Si Udom,3426,,base.th,base.state_th_072
base.city_3429,Na Yia,3429,,base.th,base.state_th_072
base.city_3430,Na Tan,3430,,base.th,base.state_th_072
base.city_3431,Lao Suea Kok,3431,,base.th,base.state_th_072
base.city_3432,Sawang Wirawong,3432,,base.th,base.state_th_072
base.city_3433,Nam Khun,3433,,base.th,base.state_th_072
base.city_3501,Mueang Yasothon,3501,,base.th,base.state_th_077
base.city_3502,Sai Mun,3502,,base.th,base.state_th_077
base.city_3503,Kut Chum,3503,,base.th,base.state_th_077
base.city_3504,Kham Khuean Kaeo,3504,,base.th,base.state_th_077
base.city_3505,Pa Tio,3505,,base.th,base.state_th_077
base.city_3506,Maha Chana Chai,3506,,base.th,base.state_th_077
base.city_3507,Kho Wang,3507,,base.th,base.state_th_077
base.city_3508,Loeng Nok Tha,3508,,base.th,base.state_th_077
base.city_3509,Thai Charoen,3509,,base.th,base.state_th_077
base.city_3601,Mueang Chaiyaphum,3601,,base.th,base.state_th_008
base.city_3602,Ban Khwao,3602,,base.th,base.state_th_008
base.city_3603,Khon Sawan,3603,,base.th,base.state_th_008
base.city_3604,Kaset Sombun,3604,,base.th,base.state_th_008
base.city_3605,Nong Bua Daeng,3605,,base.th,base.state_th_008
base.city_3606,Chatturat,3606,,base.th,base.state_th_008
base.city_3607,Bamnet Narong,3607,,base.th,base.state_th_008
base.city_3608,Nong Bua Rawe,3608,,base.th,base.state_th_008
base.city_3609,Thep Sathit,3609,,base.th,base.state_th_008
base.city_3610,Phu Khiao,3610,,base.th,base.state_th_008
base.city_3611,Ban Thaen,3611,,base.th,base.state_th_008
base.city_3612,Kaeng Khro,3612,,base.th,base.state_th_008
base.city_3613,Khon San,3613,,base.th,base.state_th_008
base.city_3614,Phakdi Chumphon,3614,,base.th,base.state_th_008
base.city_3615,Noen Sa-nga,3615,,base.th,base.state_th_008
base.city_3616,Sap Yai,3616,,base.th,base.state_th_008
base.city_3701,Mueang Amnat Charoen,3701,,base.th,base.state_th_002
base.city_3702,Chanuman,3702,,base.th,base.state_th_002
base.city_3703,Pathum Ratchawongsa,3703,,base.th,base.state_th_002
base.city_3704,Phana,3704,,base.th,base.state_th_002
base.city_3705,Senangkhanikhom,3705,,base.th,base.state_th_002
base.city_3706,Hua Taphan,3706,,base.th,base.state_th_002
base.city_3707,Lue Amnat,3707,,base.th,base.state_th_002
base.city_3801,Mueang Bueng Kan,3801,,base.th,base.state_th_004
base.city_3802,Phon Charoen,3802,,base.th,base.state_th_004
base.city_3803,So Phisai,3803,,base.th,base.state_th_004
base.city_3804,Seka,3804,,base.th,base.state_th_004
base.city_3805,Pak Khat,3805,,base.th,base.state_th_004
base.city_3806,Bueng Khong Long,3806,,base.th,base.state_th_004
base.city_3807,Si Wilai,3807,,base.th,base.state_th_004
base.city_3808,Bung Khla,3808,,base.th,base.state_th_004
base.city_3901,Mueang Nong Bua Lam Phu,3901,,base.th,base.state_th_034
base.city_3902,Na Klang,3902,,base.th,base.state_th_034
base.city_3903,Non Sang,3903,,base.th,base.state_th_034
base.city_3904,Si Bun Rueang,3904,,base.th,base.state_th_034
base.city_3905,Suwannakhuha,3905,,base.th,base.state_th_034
base.city_3906,Na Wang,3906,,base.th,base.state_th_034
base.city_4001,Mueang Khon Kaen,4001,,base.th,base.state_th_017
base.city_4002,Ban Fang,4002,,base.th,base.state_th_017
base.city_4003,Phra Yuen,4003,,base.th,base.state_th_017
base.city_4004,Nong Ruea,4004,,base.th,base.state_th_017
base.city_4005,Chum Phae,4005,,base.th,base.state_th_017
base.city_4006,Si Chomphu,4006,,base.th,base.state_th_017
base.city_4007,Nam Phong,4007,,base.th,base.state_th_017
base.city_4008,Ubolratana,4008,,base.th,base.state_th_017
base.city_4009,Kranuan,4009,,base.th,base.state_th_017
base.city_4010,Ban Phai,4010,,base.th,base.state_th_017
base.city_4011,Pueai Noi,4011,,base.th,base.state_th_017
base.city_4012,Phon,4012,,base.th,base.state_th_017
base.city_4013,Waeng Yai,4013,,base.th,base.state_th_017
base.city_4014,Waeng Noi,4014,,base.th,base.state_th_017
base.city_4015,Nong Song Hong,4015,,base.th,base.state_th_017
base.city_4016,Phu Wiang,4016,,base.th,base.state_th_017
base.city_4017,Mancha Khiri,4017,,base.th,base.state_th_017
base.city_4018,Chonnabot,4018,,base.th,base.state_th_017
base.city_4019,Khao Suan Kwang,4019,,base.th,base.state_th_017
base.city_4020,Phu Pha Man,4020,,base.th,base.state_th_017
base.city_4021,Sam Sung,4021,,base.th,base.state_th_017
base.city_4022,Khok Pho Chai,4022,,base.th,base.state_th_017
base.city_4023,Nong Na Kham,4023,,base.th,base.state_th_017
base.city_4024,Ban Haet,4024,,base.th,base.state_th_017
base.city_4025,Non Sila,4025,,base.th,base.state_th_017
base.city_4029,Wiang Kao,4029,,base.th,base.state_th_017
base.city_4101,Mueang Udon Thani,4101,,base.th,base.state_th_073
base.city_4102,Kut Chap,4102,,base.th,base.state_th_073
base.city_4103,Nong Wua So,4103,,base.th,base.state_th_073
base.city_4104,Kumphawapi,4104,,base.th,base.state_th_073
base.city_4105,Non Sa-at,4105,,base.th,base.state_th_073
base.city_4106,Nong Han,4106,,base.th,base.state_th_073
base.city_4107,Thung Fon,4107,,base.th,base.state_th_073
base.city_4108,Chai Wan,4108,,base.th,base.state_th_073
base.city_4109,Si That,4109,,base.th,base.state_th_073
base.city_4110,Wang Sam Mo,4110,,base.th,base.state_th_073
base.city_4111,Ban Dung,4111,,base.th,base.state_th_073
base.city_4117,Ban Phue,4117,,base.th,base.state_th_073
base.city_4118,Nam Som,4118,,base.th,base.state_th_073
base.city_4119,Phen,4119,,base.th,base.state_th_073
base.city_4120,Sang Khom,4120,,base.th,base.state_th_073
base.city_4121,Nong Saeng,4121,,base.th,base.state_th_073
base.city_4122,Na Yung,4122,,base.th,base.state_th_073
base.city_4123,Phibun Rak,4123,,base.th,base.state_th_073
base.city_4124,Ku Kaeo,4124,,base.th,base.state_th_073
base.city_4125,Prachaksinlapakhom,4125,,base.th,base.state_th_073
base.city_4201,Mueang Loei,4201,,base.th,base.state_th_021
base.city_4202,Na Duang,4202,,base.th,base.state_th_021
base.city_4203,Chiang Khan,4203,,base.th,base.state_th_021
base.city_4204,Pak Chom,4204,,base.th,base.state_th_021
base.city_4205,Dan Sai,4205,,base.th,base.state_th_021
base.city_4206,Na Haeo,4206,,base.th,base.state_th_021
base.city_4207,Phu Ruea,4207,,base.th,base.state_th_021
base.city_4208,Tha Li,4208,,base.th,base.state_th_021
base.city_4209,Wang Saphung,4209,,base.th,base.state_th_021
base.city_4210,Phu Kradueng,4210,,base.th,base.state_th_021
base.city_4211,Phu Luang,4211,,base.th,base.state_th_021
base.city_4212,Pha Khao,4212,,base.th,base.state_th_021
base.city_4213,Erawan,4213,,base.th,base.state_th_021
base.city_4214,Nong Hin,4214,,base.th,base.state_th_021
base.city_4301,Mueang Nong Khai,4301,,base.th,base.state_th_035
base.city_4302,Tha Bo,4302,,base.th,base.state_th_035
base.city_4305,Phon Phisai,4305,,base.th,base.state_th_035
base.city_4307,Si Chiang Mai,4307,,base.th,base.state_th_035
base.city_4308,Sangkhom,4308,,base.th,base.state_th_035
base.city_4314,Sakhrai,4314,,base.th,base.state_th_035
base.city_4315,Fao Rai,4315,,base.th,base.state_th_035
base.city_4316,Rattanawapi,4316,,base.th,base.state_th_035
base.city_4317,Pho Tak,4317,,base.th,base.state_th_035
base.city_4401,Mueang Maha Sarakham,4401,,base.th,base.state_th_024
base.city_4402,Kae Dam,4402,,base.th,base.state_th_024
base.city_4403,Kosum Phisai,4403,,base.th,base.state_th_024
base.city_4404,Kantharawichai,4404,,base.th,base.state_th_024
base.city_4405,Chiang Yuen,4405,,base.th,base.state_th_024
base.city_4406,Borabue,4406,,base.th,base.state_th_024
base.city_4407,Na Chueak,4407,,base.th,base.state_th_024
base.city_4408,Phayakkhaphum Phisai,4408,,base.th,base.state_th_024
base.city_4409,Wapi Pathum,4409,,base.th,base.state_th_024
base.city_4410,Na Dun,4410,,base.th,base.state_th_024
base.city_4411,Yang Si Surat,4411,,base.th,base.state_th_024
base.city_4412,Kut Rang,4412,,base.th,base.state_th_024
base.city_4413,Chuen Chom,4413,,base.th,base.state_th_024
base.city_4501,Mueang Roi Et,4501,,base.th,base.state_th_054
base.city_4502,Kaset Wisai,4502,,base.th,base.state_th_054
base.city_4503,Pathum Rat,4503,,base.th,base.state_th_054
base.city_4504,Chaturaphak Phiman,4504,,base.th,base.state_th_054
